id,title,description,availability,condition,price,link,image_link,brand,product_type,custom_label_0,custom_label_1,custom_label_2
"S1359B","SCI, Solar Light for Traffic Cone with 6 LEDs, Part No: S1359B","S1359B Solar Flashing Light with 6 LEDs is manufactured by SCI. Whether you're in a park, in the middle of a large field, or just in your backyard, you'll be able to find this light and be able to see it from more than 200 meters away. The amber color will be easily seen from a distance and won't blend in with the background. It's a polycarbonate flashing panel that is eyeable from a distance and it also has an ON/OFF switch to turn off when stored. SKU: S1359B. Unit: Pcs.","in stock","new","35.00 AED","https://www.xpertonecreative.com/products/sci-solar-light-for-traffic-cone-with-6-leds-part-no-s1359b/","https://www.xpertonecreative.com/assets/img/products/traffic-safety/S1359B.png","Xpertone Creative","Traffic & Road Safety > For Cone","Traffic & Road Safety","For Cone","Pcs"
"S1325","SCI, Solar Light with 4 LEDs, Part No: S1325","This S1325 solar flashing light manufactured by SCI is a great choice for safety. The light is visible in a 360&deg; direction at 60 flashes per minute. It includes a reflective strip for added visibility. This light is a great choice for safety. The light is visible in a 360&deg; direction at 60 flashes per minute. It includes a reflective strip for added visibility. The light is powered by a monocrystalline solar panel, and it has a light sensitive switch that ensures automatic lumination in the dark. It is fully sealed for durability against dust and water, and the ON/OFF switch turns off when stored. SKU: S1325. Unit: Pcs.","in stock","new","38.00 AED","https://www.xpertonecreative.com/products/sci-solar-light-with-4-leds-part-no-s1325/","https://www.xpertonecreative.com/assets/img/products/traffic-safety/S1325.png","Xpertone Creative","Traffic & Road Safety > Solar Light","Traffic & Road Safety","Solar Light","Pcs"
"S1317","SCI, Solar Warning Light with Bracket, Part No: S1317","The S1317 RED Solar Flashing Light with Bracket manufactured by SCI has a High Intensity Double Sided Light with Bright LED, UV Stabilised High Impact Polyethylene Case, Outside Water-Proof Switch with Photocell Make the Light Dusk on. The solar flashing light with brackets features a high intensity double sided light with bright LED, UV stabilised high impact polyethylene case, outside water-proof switch with photocell to make the light dusk on. This solar flashing light is made from durable materials that can withstand any weather condition. It is perfect for outdoor events, construction sites, and more. SKU: S1317. Unit: Pcs.","in stock","new","44.00 AED","https://www.xpertonecreative.com/products/sci-solar-warning-light-with-bracket-part-no-s1317/","https://www.xpertonecreative.com/assets/img/products/traffic-safety/S1317.png","Xpertone Creative","Traffic & Road Safety > With Metal Handle and Bracket","Traffic & Road Safety","With Metal Handle and Bracket","Pcs"
"S1317RED","SCI, Solar Warning Light with Bracket, Part No: S1317","The S1317RED Solar Flashing Light with Bracket is a high-intensity double-sided light with bright LEDs enclosed in a UV-stabilized high-impact polyethylene case. The light features an outside water-proof switch with photocell technology that automatically turns the light on at dusk and off at dawn. It also has a metal handle and bracket for easy installation. SKU: S1317RED. Unit: Pcs.","in stock","new","39.00 AED","https://www.xpertonecreative.com/products/sci-solar-warning-light-with-bracket-part-no-s1317-1/","https://www.xpertonecreative.com/assets/img/products/traffic-safety/S1317RED.png","Xpertone Creative","Traffic & Road Safety > With Metal Handle and Bracket","Traffic & Road Safety","With Metal Handle and Bracket","Pcs"
"ISO","Traffic Baton Light without Battery, Red Color, Size: 54 x 4 cm","ISO Traffic Baton Light is a non-lethal way to protect yourself from would-be attackers. This safety light is designed for maximum visibility and features a steady red light and a quick flashing red light. In addition to the two light modes, this baton light has additional features such as a flashlight for emergencies and a sound detector for alerting you to potentially dangerous situations. SKU: ISO. Unit: Pcs.","in stock","new","17.00 AED","https://www.xpertonecreative.com/products/traffic-baton-light-without-battery-red-color-size-54-x-4-cm/","https://www.xpertonecreative.com/assets/img/products/traffic-safety/ISO.png","Xpertone Creative","Traffic & Road Safety > Single Color","Traffic & Road Safety","Single Color","Pcs"
"PKA","Traffic Baton without Battery, Green Color, Size: 54 x 4 cm","It's the only traffic baton light with a Green flashing and green steady light. PKA Traffic Baton Light is an exclusive product for all police, school, and construction workers. The construction worker will be able to use the Green flashing light as a warning for other vehicles and workers on site, and the green steady light as a signal for other vehicles to pass safely. SKU: PKA. Unit: Pcs.","in stock","new","17.00 AED","https://www.xpertonecreative.com/products/traffic-baton-without-battery-green-color-size-54-x-4-cm/","https://www.xpertonecreative.com/assets/img/products/traffic-safety/PKA.png","Xpertone Creative","Traffic & Road Safety > Single Color","Traffic & Road Safety","Single Color","Pcs"
"ROJ","Traffic Baton, Red Flash & Green Flash without Battery, White Color, Size: 54x4 cm, Part No: S1588","With Red Flashing/Green Steady Light Dimension :- 54 X 4cm Battery not included SKU: ROJ. Unit: Pcs.","in stock","new","21.00 AED","https://www.xpertonecreative.com/products/traffic-baton-red-flash-green-flash-without-battery-white-color-size-54x4-cm-part-no-s1588/","https://www.xpertonecreative.com/assets/img/products/traffic-safety/ROJ.png","Xpertone Creative","Traffic & Road Safety > Double Color","Traffic & Road Safety","Double Color","Pcs"
"WPN","Traffic Post, 75 cm","The 75cm pvc WPN Red Warning Post With 3 High Intensity Grade Reflective Rings on the bottom manufactured by SCI, perfect for internal areas in slow moving traffic, signs or adjacent to exits or highways. It also secures with a 8cm Diameter and 20 cm base Diameter. The Red warning posts have been created in order to acquire its original state as quickly as possible after being impacted by force. SKU: WPN. Unit: Pcs.","in stock","new","38.00 AED","https://www.xpertonecreative.com/products/traffic-post-75-cm/","https://www.xpertonecreative.com/assets/img/products/traffic-safety/WPN.png","Xpertone Creative","Traffic & Road Safety > Warning Post","Traffic & Road Safety","Warning Post","Pcs"
"BAT","American Tag, 35/65 Coverall, Beige Color","BAT is a 65/35 Poly Cotton Mix COVERALL manufactured by AMERICAN TAG top quality and competitively priced. It has Two Way Zipper With Storm Flap And 1 Upper Chest Button,1 Chest Pocket With Button Flap. Trouser With 2 Swing Pockets And 2 Patch Pockets At The Back, Elasticized WaistBand At Back With Fastening Metal Buckle For Safety And Comfort. SKU: BAT. Unit: Pcs.","in stock","new","35.00 AED","https://www.xpertonecreative.com/products/american-tag-35-65-coverall-beige-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/BAT/1788896394061-american-tag-35-65-coverall-beige-color.png","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"GAT","American Tag, 35/65 Coverall, Green Color","GAT is a 65/35 Poly-Cotton Mix COVERALL manufactured by AMERICAN TAG top quality and competitively priced. It has Two Way Zipper With Storm Flap And 1 Upper Chest Button,1 Chest Pocket With Button Flap. Trouser With 2 Swing Pockets And 2 Patch Pockets At The Back, Elasticized WaistBand At Back With Fastening Metal Buckle For Safety And Comfort. SKU: GAT. Unit: Pcs.","in stock","new","35.00 AED","https://www.xpertonecreative.com/products/american-tag-35-65-coverall-green-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/GAT/1788896455375-american-tag-35-65-coverall-green-color.png","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"NAT","American Tag, 35/65 Coverall, Navy Blue Color","NAT is a 65/35 Poly-Cotton Mix COVERALL manufactured by AMERICAN TAG top quality and competitively priced. It has Two Way Zipper With Storm Flap And 1 Upper Chest Button,1 Chest Pocket With Button Flap. Trouser With 2 Swing Pockets And 2 Patch Pockets At The Back, Elasticized WaistBand At Back With Fastening Metal Buckle For Safety And Comfort. SKU: NAT. Unit: Pcs.","in stock","new","34.00 AED","https://www.xpertonecreative.com/products/american-tag-35-65-coverall-navy-blue-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/NAT/1788896529074-american-tag-35-65-coverall-navy-blue-color.png","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"PAT","American Tag, 35/65 Coverall, Petrol Blue Color","PAT is a 65/35 Poly-Cotton Mix COVERALL manufactured by AMERICAN TAG top quality and competitively priced. It has Two Way Zipper With Storm Flap And 1 Upper Chest Button,1 Chest Pocket With Button Flap. Trouser With 2 Swing Pockets And 2 Patch Pockets At The Back, Elasticized WaistBand At Back With Fastening Metal Buckle For Safety And Comfort. SKU: PAT. Unit: Pcs.","in stock","new","35.00 AED","https://www.xpertonecreative.com/products/american-tag-35-65-coverall-petrol-blue-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/PAT.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"YAT","American Tag, 35/65 Coverall, Yellow Color","YAT is a 65/35 Poly-Cotton Mix COVERALL manufactured by AMERICAN TAG top quality and competitively priced. It has Two Way Zipper With Storm Flap And 1 Upper Chest Button,1 Chest Pocket With Button Flap. Trouser With 2 Swing Pockets And 2 Patch Pockets At The Back, Elasticized WaistBand At Back With Fastening Metal Buckle For Safety And Comfort. SKU: YAT. Unit: Pcs.","in stock","new","30.00 AED","https://www.xpertonecreative.com/products/american-tag-35-65-coverall-yellow-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/YAT.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"PMY","American Tag, 35/65 Lab Coat, Beige Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: PMY. Unit: Pcs.","in stock","new","29.00 AED","https://www.xpertonecreative.com/products/american-tag-35-65-lab-coat-beige-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/PMY.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Other","Workwear & Uniforms","Other","Pcs"
"OMW","American Tag, 35/65 Lab Coat, Navy Blue Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: OMW. Unit: Pcs.","in stock","new","29.00 AED","https://www.xpertonecreative.com/products/american-tag-35-65-lab-coat-navy-blue-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/OMW.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Other","Workwear & Uniforms","Other","Pcs"
"FMT","American Tag, 35/65 Lab Coat, Petrol Blue Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: FMT. Unit: Pcs.","in stock","new","29.00 AED","https://www.xpertonecreative.com/products/american-tag-35-65-lab-coat-petrol-blue-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/FMT.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Other","Workwear & Uniforms","Other","Pcs"
"VBC","Armstrong, 100% Twill Pant & Shirt, Beige Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: VBC. Unit: Pcs.","in stock","new","44.00 AED","https://www.xpertonecreative.com/products/armstrong-100-twill-pant-shirt-beige-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/VBC.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Pant & Shirt 190 GSM","Workwear & Uniforms","Pant & Shirt 190 GSM","Pcs"
"APC","Armstrong, 100% Twill Pant & Shirt, Blue Color","This APC is clothing that has 100% Twill material Pant and Shirt is also very comfortable to wear and use manufactured by ARMSTRONG company. It has a jacket style shirt consisting of two chest pockets fitted with Velcro flap, 1 Mobile and 1 Pen pocket , 17.5mm Metal Button cuff fitted with snap Button. The Cargo style pants have two front cross pockets and two back pockets, Two cargo pockets with flap fitted with Velcro. It has an Elasticized Waistband and heavy duty zipper. All side and seams locked with 5 Threads, Fully double stitched with colorfast thread, Stressed point locked with Bartack system. SKU: APC. Unit: Pcs.","in stock","new","44.00 AED","https://www.xpertonecreative.com/products/armstrong-100-twill-pant-shirt-blue-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/APC.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"GLE","Armstrong, 100% Twill Pant & Shirt, Navy Blue Color","This is a two-piece coverall set with double stitching on the seams and sides with colorfast thread. There are a total of nine pockets in this two-piece set; two chest pockets fitted with Flap and Velcro, one mobile pen pocket, two front cross pockets, two back pockets, and two cargo pockets with flap fitted with velcro. The cuffs are fitted with a snap button and have stress points locked with the Bar Tack System. SKU: GLE. Unit: Pcs.","in stock","new","44.00 AED","https://www.xpertonecreative.com/products/armstrong-100-twill-pant-shirt-navy-blue-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/GLE.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"EMX","Armstrong, 100% Twill Pant & Shirt, Orange Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: EMX. Unit: Pcs.","in stock","new","44.00 AED","https://www.xpertonecreative.com/products/armstrong-100-twill-pant-shirt-orange-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/EMX/1788868164744-two-piece-orange.png","Xpertone Creative","Workwear & Uniforms > Pant & Shirt","Workwear & Uniforms","Pant & Shirt","Pcs"
"OTP","Armstrong, 100% Twill Pant & Shirt, Red Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: OTP. Unit: Pcs.","in stock","new","44.00 AED","https://www.xpertonecreative.com/products/armstrong-100-twill-pant-shirt-red-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/OTP.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Twil Pant & Shirtl","Workwear & Uniforms","Twil Pant & Shirtl","Pcs"
"MUA","Honeywell, Disposable Coverall Mutex Light +, 65 gsm, White Color, Part No: 4500501","Mutex Light + 4500501 Disposable Coverall is a type 5 & 6, Antistatic, Radioactive Particles and Biological Agents certified coverall with Elasticated Hood, Waist, Wrists & Ankles. Made of white Polypropylene Laminated with a Microporus Polyethylene Film. SKU: MUA. Unit: Pcs.","in stock","new","35.00 AED","https://www.xpertonecreative.com/products/honeywell-disposable-coverall-mutex-light-65-gsm-white-color-part-no-4500501/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/MUA.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Disposable Coverall","Workwear & Uniforms","Disposable Coverall","Pcs"
"SGC","PVC Chemical Suit","100% TWILL PANT & SHIRT WITH REFLECTIVE from Vaultex comes with separate shirt and pants. The shirt features 2 chest pockets with buttons & flap & 2 lower swing pockets. It has reflective tapes on both sides. The pant features 2 swing pockets, 2 side pockets with velcro flap and 2 back pockets with flap & elasticized waist band at the back for improved comfort. SKU: SGC. Unit: Pcs.","in stock","new","61.00 AED","https://www.xpertonecreative.com/products/pvc-chemical-suit/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/SGC.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"AIF2","Salisbury by Honeywell, ARC Flash Protection Bib Overall, 40 Cal, Color Grey, Part No: ACB4030GYM","Arc Flash Protection Bib Overall (ACB4030GYM) from Honeywell is a product crafted in the USA. It is sewn with Nomex thread and integrated with heavy-duty suspenders. The overall has a relaxed cut for better mobility and a 30&rdquo; inseam. The wearer also gets an adjustable hook and pile waist strap and bib front for added protection. There are adjustable gussets on pants cuffs. SKU: AIF2. Unit: Pcs.","in stock","new","1027.00 AED","https://www.xpertonecreative.com/products/salisbury-by-honeywell-arc-flash-protection-bib-overall-40-cal-color-grey-part-no-acb4030gym/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/AIF2.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Other","Workwear & Uniforms","Other","Pcs"
"TVU","TVU - Vaultex, 100% Cotton Coverall, 200 Gsm, Beige Color","TVU is a 100% Cotton COVERALL manufactured by Vaultex Protective clothing and Uniform making company. This Coverall is designed with Two Way Zipper With Storm Flap And 2 Chest Pockets, 1 Pen Pocket on Left Sleeve, Trouser with 2 Swing Pockets, 2 Patch Pockets At The Back & 1 Side Pocket on Right Leg, Elasticized Waist Band At Back For Improved Comfort Sanforized And Mercerized. SKU: TVU. Unit: Pcs.","in stock","new","50.00 AED","https://www.xpertonecreative.com/products/tvu-vaultex-100-cotton-coverall-200-gsm-beige-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/TVU.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > With Pocket","Workwear & Uniforms","With Pocket","Pcs"
"DRQ","Vaultex, 100% Cotton Classic Coverall with Reflective, 240 Gsm, Beige Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: DRQ. Unit: Pcs.","in stock","new","57.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-classic-coverall-with-reflective-240-gsm-beige-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/DRQ.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Coverall 240 GSM","Workwear & Uniforms","Coverall 240 GSM","Pcs"
"BDK","Vaultex, 100% Cotton Classic Coverall with Reflective, 240 Gsm, Navy Blue Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: BDK. Unit: Pcs.","in stock","new","57.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-classic-coverall-with-reflective-240-gsm-navy-blue-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/BDK.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Coverall 240 GSM","Workwear & Uniforms","Coverall 240 GSM","Pcs"
"EKU","Vaultex, 100% Cotton Classic Coverall with Reflective, 240 Gsm, Orange Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: EKU. Unit: Pcs.","in stock","new","57.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-classic-coverall-with-reflective-240-gsm-orange-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/EKU.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Coverall 240 GSM","Workwear & Uniforms","Coverall 240 GSM","Pcs"
"ASO","Vaultex, 100% Cotton Classic Coverall with Reflective, 240 Gsm, Petrol Blue Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: ASO. Unit: Pcs.","in stock","new","57.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-classic-coverall-with-reflective-240-gsm-petrol-blue-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/ASO.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Other","Workwear & Uniforms","Other","Pcs"
"FSO","Vaultex, 100% Cotton Classic Coverall with Reflective, 240 Gsm, Red Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: FSO. Unit: Pcs.","in stock","new","57.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-classic-coverall-with-reflective-240-gsm-red-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/FSO.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Coverall 240 GSM","Workwear & Uniforms","Coverall 240 GSM","Pcs"
"CQA","Vaultex, 100% Cotton Classic Coverall with Reflective, 240 Gsm, Royal Blue Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: CQA. Unit: Pcs.","in stock","new","57.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-classic-coverall-with-reflective-240-gsm-royal-blue-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/CQA.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Coverall 240 GSM","Workwear & Uniforms","Coverall 240 GSM","Pcs"
"ETD","Vaultex, 100% Cotton Coverall 240 Gsm, Beige Color","These coveralls come with double stitched seams and Heavy Duty Colorfast Thread. This article comes in a Beige color with sizes from S to 5XL. There are a total of Six pockets in this suit. Two swing pockets, two back pockets, one Pen pocket, and one tool pocket. There are highly reflective straps on each shoulder, sleeve, and leg. All stress points are reinforced with Bar Tack. SKU: ETD. Unit: Pcs.","in stock","new","55.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-coverall-240-gsm-beige-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/ETD.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"TPO","Vaultex, 100% Cotton Coverall 240 Gsm, Grey Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: TPO. Unit: Pcs.","in stock","new","55.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-coverall-240-gsm-grey-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/TPO.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Other","Workwear & Uniforms","Other","Pcs"
"VED","Vaultex, 100% Cotton Coverall 240 Gsm, Navy Blue Color","100% Cotton Reflective Coverall &ndash; 240 GSM is double stitched for better durability. This product from the brand Vaultex offers 2 high-quality reflective shoulders, sleeves & legs. It also has an adjustable velcro strap cuff, 2-way heavy-duty zipper with metal snap and 3 chest pockets with velcro snap, 1 pen pocket on the left sleeve. All stress points are reinforced with bar tack. SKU: VED. Unit: Pcs.","in stock","new","55.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-coverall-240-gsm-navy-blue-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/VED.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"ADI","Vaultex, 100% Cotton Coverall 240 Gsm, Petrol Blue Color","ADI is a 100% Cotton Reflective COVERALL manufactured by Vaultex Protective clothing and Uniform making company. This Coverall is designed with adjustable sleeve edges with 2 Stripes on Shoulders, 2 Stripes on Legs and 2 Stripes on Sleeves, Adjustable Sleeve Edges with Velcro Straps, 2 Way Heavy Duty Zipper with Metal Snap, 3 Chest Pockets with Velcro Flap & 1 Pen Pocket On Left Arm, 2 Front Swing Pockets & 2 Back Pockets on Trouser with Button & Velcro, Tool Pocket, Elasticized WaistBand at Back, Double Stitched Seams with Heavy Duty Colourfast Thread & All Stress Points Reinforced with Bartack. SKU: ADI. Unit: Pcs.","in stock","new","55.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-coverall-240-gsm-petrol-blue-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/EMX/1788868154186-coverall-navy.png","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"DIA","Vaultex, 100% Cotton Coverall 240 Gsm, Red Color","The DIA 100% Cotton Reflective Coverall is a durable and comfortable workwear made of high-quality cotton fabric. It features reflective stripes on the shoulders, sleeves, and legs, adjustable sleeve cuffs, and multiple pockets for storage. The coverall also has double-stitched seams and reinforced stress points for added durability. It is available in red color and sizes S to 5XL. SKU: DIA. Unit: Pcs.","in stock","new","55.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-coverall-240-gsm-red-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/DIA.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"SEV","Vaultex, 100% Cotton Coverall 240 Gsm, Royal Blue Color","Made in India, 100% Cotton Reflective Coverall &ndash; 240 GSM from Vaultex is sanforized & mercerized. All seams are reinforced with bar tack. Double-stitched seams with heavy-duty colourfast thread make the product more durable. The wearer gets elasticized waistband at the back. Choose from sizes Small to 5 XL and in royal blue colour. An adjustable velcro strap on the cuff makes it more comfortable. SKU: SEV. Unit: Pcs.","in stock","new","55.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-coverall-240-gsm-royal-blue-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/SEV.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"DTE","Vaultex, 100% Cotton Coverall with Reflective, 240 Gsm, Beige Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: DTE. Unit: Pcs.","in stock","new","55.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-coverall-with-reflective-240-gsm-beige-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/DTE.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Cotton Coverall","Workwear & Uniforms","Cotton Coverall","Pcs"
"RGF","Vaultex, 100% Cotton Coverall with Reflective, 240 gsm, Orange Color","RGF is a 100% Cotton Reflective COVERALL manufactured by Vaultex Protective clothing and Uniform making company. This Coverall is designed with adjustable sleeve edges with 2 Stripes on Shoulders, 2 Stripes on Legs and 2 Stripes on Sleeves, Adjustable Sleeve Edges with Velcro Straps, 2 Way Heavy Duty Zipper with Metal Snap, 3 Chest Pockets with Velcro Flap & 1 Pen Pocket On Left Arm, 2 Front Swing Pockets & 2 Back Pockets on Trouser with Button & Velcro, Tool Pocket, Elasticized WaistBand at Back, Double Stitched Seams with Heavy Duty Colourfast Thread & All Stress Points Reinforced with Bartack. SKU: RGF. Unit: Pcs.","in stock","new","43.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-coverall-240-gsm-dark-orange-color/","https://www.xpertonecreative.com/assets/img/audit-mockups/RGF.jpg","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"IDA","Vaultex, 100% Cotton Coverall with Reflective, 240 Gsm, Petrol Blue Color","The IDA 100% Cotton Coverall with Reflective features a robust construction designed for durability and safety. It includes reflective strips on the shoulders, sleeves, and legs to enhance visibility in low-light conditions. The adjustable sleeve edges with Velcro straps provide a customized fit. The coverall boasts a 2-way heavy-duty zipper with metal snaps for secure closure. It offers ample storage with 3 chest pockets with Velcro flaps, a pen pocket on the left arm, 2 swing pockets, 2 back pockets with button and Velcro closures, and a tool pocket on the right leg. The elasticized waistband at the back ensures comfort and flexibility. Double-stitched seams with heavy-duty colorfast thread and reinforced stress points with bartack stitching add to its longevity. The garment is sanforized and mercerized, making it a reliable choice for various work environments. SKU: IDA. Unit: Pcs.","in stock","new","55.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-coverall-with-reflective-240-gsm-petrol-blue-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/IDA.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Other","Workwear & Uniforms","Other","Pcs"
"YCI","Vaultex, 100% Cotton Coverall with Reflective, 240 Gsm, Yellow Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: YCI. Unit: Pcs.","in stock","new","55.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-coverall-with-reflective-240-gsm-yellow-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/YCI.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Other","Workwear & Uniforms","Other","Pcs"
"UJG","Vaultex, 100% Cotton Coverall with Reflective, 270 Gsm, Beige Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: UJG. Unit: Pcs.","in stock","new","57.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-coverall-with-reflective-270-gsm-beige-color-1/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/UJG.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Coverall","Workwear & Uniforms","Coverall","Pcs"
